symbol,marcap,priceDate,quarterDate,capFilter,rank,
ESRX,37107,20170613,20170331,750,10,
GME,2199,20170613,20170430,750,11,
GILD,85517,20170613,20170331,750,12,
GHC,3359,20170613,20170331,750,13,
HPQ,29896,20170613,20170430,750,14,
IDCC,2869,20170613,20170331,750,15,
MIK,3493,20170613,20170430,750,16,
MSGN,1666,20170613,20170331,750,17,
NSR,1827,20170613,20170331,750,18,
OMC,19108,20170613,20170331,750,19,
PBI,2867,20170613,20170331,750,20,
RHI,5978,20170613,20170331,750,21,
SYNT,1397,20170613,20170331,750,22,
TGNA,3114,20170613,20170331,750,23,
TDC,3633,20170613,20170331,750,24,
TIME,1380,20170613,20170331,750,25,
FOXA,53193,20170613,20170331,750,26,
UTHR,5983,20170613,20170331,750,27,
USNA,1595,20170613,20170331,750,28,
VIAB,14479,20170613,20170331,750,29,
WNC,1274,20170613,20170331,750,30,
AMCX,3841,20170613,20170331,1000,1,
AOBC,1362,20170613,20170131,1000,2,
ABC,20712,20170613,20170331,1000,3,
AMGN,121368,20170613,20170331,1000,4,
BIIB,56091,20170613,20170331,1000,5,
CSCO,156187,20170613,20170430,1000,6,
DLX,3475,20170613,20170331,1000,7,
DISCA,15608,20170613,20170331,1000,8,
EGRX,1128,20170613,20170331,1000,9,
ESRX,37107,20170613,20170331,1000,10,
GME,2199,20170613,20170430,1000,11,
GILD,85517,20170613,20170331,1000,12,
GHC,3359,20170613,20170331,1000,13,
HPQ,29896,20170613,20170430,1000,14,
IDCC,2869,20170613,20170331,1000,15,
MIK,3493,20170613,20170430,1000,16,
MSGN,1666,20170613,20170331,1000,17,
NSR,1827,20170613,20170331,1000,18,
OMC,19108,20170613,20170331,1000,19,
PBI,2867,20170613,20170331,1000,20,
RHI,5978,20170613,20170331,1000,21,
SYNT,1397,20170613,20170331,1000,22,
TGNA,3114,20170613,20170331,1000,23,
TDC,3633,20170613,20170331,1000,24,
TIME,1380,20170613,20170331,1000,25,
FOXA,53193,20170613,20170331,1000,26,
UTHR,5983,20170613,20170331,1000,27,
USNA,1595,20170613,20170331,1000,28,
VIAB,14479,20170613,20170331,1000,29,
WNC,1274,20170613,20170331,1000,30,
AMCX,3841,20170613,20170331,1250,1,
AOBC,1362,20170613,20170131,1250,2,
ABC,20712,20170613,20170331,1250,3,
AMGN,121368,20170613,20170331,1250,4,
BIIB,56091,20170613,20170331,1250,5,
CSCO,156187,20170613,20170430,1250,6,
DLX,3475,20170613,20170331,1250,7,
DISCA,15608,20170613,20170331,1250,8,
ESRX,37107,20170613,20170331,1250,9,
GME,2199,20170613,20170430,1250,10,
GILD,85517,20170613,20170331,1250,11,
GHC,3359,20170613,20170331,1250,12,
HPQ,29896,20170613,20170430,1250,13,
IDCC,2869,20170613,20170331,1250,14,
MDP,2575,20170613,20170331,1250,15,
MIK,3493,20170613,20170430,1250,16,
MSGN,1666,20170613,20170331,1250,17,
NSR,1827,20170613,20170331,1250,18,
OMC,19108,20170613,20170331,1250,19,
PBI,2867,20170613,20170331,1250,20,
RHI,5978,20170613,20170331,1250,21,
SYNT,1397,20170613,20170331,1250,22,
TGNA,3114,20170613,20170331,1250,23,
TDC,3633,20170613,20170331,1250,24,
TIME,1380,20170613,20170331,1250,25,
FOXA,53193,20170613,20170331,1250,26,
UTHR,5983,20170613,20170331,1250,27,
USNA,1595,20170613,20170331,1250,28,
VIAB,14479,20170613,20170331,1250,29,
WNC,1274,20170613,20170331,1250,30,
AMCX,3841,20170613,20170331,1500,1,
ABC,20712,20170613,20170331,1500,2,
AMGN,121368,20170613,20170331,1500,3,
AMN,1753,20170613,20170331,1500,4,
BBY,17478,20170613,20170430,1500,5,
BIIB,56091,20170613,20170331,1500,6,
CSCO,156187,20170613,20170430,1500,7,
CJREF,1964,20170613,20170228,1500,8,
DLX,3475,20170613,20170331,1500,9,
DISCA,15608,20170613,20170331,1500,10,
ESRX,37107,20170613,20170331,1500,11,
GME,2199,20170613,20170430,1500,12,
GNTX,5486,20170613,20170331,1500,13,
GILD,85517,20170613,20170331,1500,14,
GHC,3359,20170613,20170331,1500,15,
HPQ,29896,20170613,20170430,1500,16,
IDCC,2869,20170613,20170331,1500,17,
MDP,2575,20170613,20170331,1500,18,
MIK,3493,20170613,20170430,1500,19,
MSGN,1666,20170613,20170331,1500,20,
NSR,1827,20170613,20170331,1500,21,
OMC,19108,20170613,20170331,1500,22,
PBI,2867,20170613,20170331,1500,23,
RHI,5978,20170613,20170331,1500,24,
TGNA,3114,20170613,20170331,1500,25,
TDC,3633,20170613,20170331,1500,26,
FOXA,53193,20170613,20170331,1500,27,
UTHR,5983,20170613,20170331,1500,28,
USNA,1595,20170613,20170331,1500,29,
VIAB,14479,20170613,20170331,1500,30,
AMCX,3841,20170613,20170331,1750,1,
ABC,20712,20170613,20170331,1750,2,
AMGN,121368,20170613,20170331,1750,3,
AMN,1753,20170613,20170331,1750,4,
BBY,17478,20170613,20170430,1750,5,
BIIB,56091,20170613,20170331,1750,6,
CA,13282,20170613,20170331,1750,7,
CSCO,156187,20170613,20170430,1750,8,
CJREF,1964,20170613,20170228,1750,9,
DLX,3475,20170613,20170331,1750,10,
DISCA,15608,20170613,20170331,1750,11,
DNB,3870,20170613,20170331,1750,12,
ESRX,37107,20170613,20170331,1750,13,
GME,2199,20170613,20170430,1750,14,
GNTX,5486,20170613,20170331,1750,15,
GILD,85517,20170613,20170331,1750,16,
GHC,3359,20170613,20170331,1750,17,
HPQ,29896,20170613,20170430,1750,18,
IDCC,2869,20170613,20170331,1750,19,
MDP,2575,20170613,20170331,1750,20,
MIK,3493,20170613,20170430,1750,21,
NSR,1827,20170613,20170331,1750,22,
OMC,19108,20170613,20170331,1750,23,
PBI,2867,20170613,20170331,1750,24,
RHI,5978,20170613,20170331,1750,25,
TGNA,3114,20170613,20170331,1750,26,
TDC,3633,20170613,20170331,1750,27,
FOXA,53193,20170613,20170331,1750,28,
UTHR,5983,20170613,20170331,1750,29,
VIAB,14479,20170613,20170331,1750,30,
AMCX,3841,20170613,20170331,2000,1,
ABC,20712,20170613,20170331,2000,2,
AMGN,121368,20170613,20170331,2000,3,
BBY,17478,20170613,20170430,2000,4,
BIIB,56091,20170613,20170331,2000,5,
CA,13282,20170613,20170331,2000,6,
CSCO,156187,20170613,20170430,2000,7,
DLX,3475,20170613,20170331,2000,8,
DISCA,15608,20170613,20170331,2000,9,
DNB,3870,20170613,20170331,2000,10,
ESRX,37107,20170613,20170331,2000,11,
FFIV,8249,20170613,20170331,2000,12,
GME,2199,20170613,20170430,2000,13,
GNTX,5486,20170613,20170331,2000,14,
GILD,85517,20170613,20170331,2000,15,
GHC,3359,20170613,20170331,2000,16,
HPQ,29896,20170613,20170430,2000,17,
IDCC,2869,20170613,20170331,2000,18,
MDP,2575,20170613,20170331,2000,19,
MIK,3493,20170613,20170430,2000,20,
OMC,19108,20170613,20170331,2000,21,
PBI,2867,20170613,20170331,2000,22,
QCOM,84912,20170613,20170331,2000,23,
RHI,5978,20170613,20170331,2000,24,
SNI,8879,20170613,20170331,2000,25,
TGNA,3114,20170613,20170331,2000,26,
TDC,3633,20170613,20170331,2000,27,
FOXA,53193,20170613,20170331,2000,28,
UTHR,5983,20170613,20170331,2000,29,
VIAB,14479,20170613,20170331,2000,30,
AMCX,3841,20170613,20170331,2250,1,
ABC,20712,20170613,20170331,2250,2,
AMGN,121368,20170613,20170331,2250,3,
BBY,17478,20170613,20170430,2250,4,
BIIB,56091,20170613,20170331,2250,5,
CA,13282,20170613,20170331,2250,6,
CSCO,156187,20170613,20170430,2250,7,
DLX,3475,20170613,20170331,2250,8,
DISCA,15608,20170613,20170331,2250,9,
DNB,3870,20170613,20170331,2250,10,
ESRX,37107,20170613,20170331,2250,11,
FFIV,8249,20170613,20170331,2250,12,
GNTX,5486,20170613,20170331,2250,13,
GILD,85517,20170613,20170331,2250,14,
GHC,3359,20170613,20170331,2250,15,
HPQ,29896,20170613,20170430,2250,16,
IDCC,2869,20170613,20170331,2250,17,
LEA,10093,20170613,20170331,2250,18,
MDP,2575,20170613,20170331,2250,19,
MIK,3493,20170613,20170430,2250,20,
OMC,19108,20170613,20170331,2250,21,
PBI,2867,20170613,20170331,2250,22,
QCOM,84912,20170613,20170331,2250,23,
RHI,5978,20170613,20170331,2250,24,
SNI,8879,20170613,20170331,2250,25,
TGNA,3114,20170613,20170331,2250,26,
TDC,3633,20170613,20170331,2250,27,
FOXA,53193,20170613,20170331,2250,28,
UTHR,5983,20170613,20170331,2250,29,
VIAB,14479,20170613,20170331,2250,30,
AMCX,3841,20170613,20170331,2500,1,
ABC,20712,20170613,20170331,2500,2,
AMGN,121368,20170613,20170331,2500,3,
BBY,17478,20170613,20170430,2500,4,
BIIB,56091,20170613,20170331,2500,5,
CA,13282,20170613,20170331,2500,6,
CSCO,156187,20170613,20170430,2500,7,
DLX,3475,20170613,20170331,2500,8,
DISCA,15608,20170613,20170331,2500,9,
DNB,3870,20170613,20170331,2500,10,
ESRX,37107,20170613,20170331,2500,11,
FFIV,8249,20170613,20170331,2500,12,
GNTX,5486,20170613,20170331,2500,13,
GILD,85517,20170613,20170331,2500,14,
GHC,3359,20170613,20170331,2500,15,
HPQ,29896,20170613,20170430,2500,16,
IDCC,2869,20170613,20170331,2500,17,
LEA,10093,20170613,20170331,2500,18,
MDP,2575,20170613,20170331,2500,19,
MIK,3493,20170613,20170430,2500,20,
OMC,19108,20170613,20170331,2500,21,
PBI,2867,20170613,20170331,2500,22,
QCOM,84912,20170613,20170331,2500,23,
RHI,5978,20170613,20170331,2500,24,
SNI,8879,20170613,20170331,2500,25,
TGNA,3114,20170613,20170331,2500,26,
TDC,3633,20170613,20170331,2500,27,
FOXA,53193,20170613,20170331,2500,28,
UTHR,5983,20170613,20170331,2500,29,
VIAB,14479,20170613,20170331,2500,30,
AMCX,3841,20170613,20170331,2750,1,
ABC,20712,20170613,20170331,2750,2,
AMGN,121368,20170613,20170331,2750,3,
BBY,17478,20170613,20170430,2750,4,
BIIB,56091,20170613,20170331,2750,5,
CA,13282,20170613,20170331,2750,6,
CSCO,156187,20170613,20170430,2750,7,
CVS,81831,20170613,20170331,2750,8,
DLX,3475,20170613,20170331,2750,9,
DISCA,15608,20170613,20170331,2750,10,
DNB,3870,20170613,20170331,2750,11,
ESRX,37107,20170613,20170331,2750,12,
FFIV,8249,20170613,20170331,2750,13,
GNTX,5486,20170613,20170331,2750,14,
GILD,85517,20170613,20170331,2750,15,
GHC,3359,20170613,20170331,2750,16,
HPQ,29896,20170613,20170430,2750,17,
IDCC,2869,20170613,20170331,2750,18,
LEA,10093,20170613,20170331,2750,19,
MIK,3493,20170613,20170430,2750,20,
OMC,19108,20170613,20170331,2750,21,
PBI,2867,20170613,20170331,2750,22,
QCOM,84912,20170613,20170331,2750,23,
RHI,5978,20170613,20170331,2750,24,
SNI,8879,20170613,20170331,2750,25,
TGNA,3114,20170613,20170331,2750,26,
TDC,3633,20170613,20170331,2750,27,
FOXA,53193,20170613,20170331,2750,28,
UTHR,5983,20170613,20170331,2750,29,
VIAB,14479,20170613,20170331,2750,30,
AMCX,3841,20170613,20170331,3000,1,
ABC,20712,20170613,20170331,3000,2,
AMGN,121368,20170613,20170331,3000,3,
BBY,17478,20170613,20170430,3000,4,
BIIB,56091,20170613,20170331,3000,5,
CA,13282,20170613,20170331,3000,6,
CSCO,156187,20170613,20170430,3000,7,
CSRA,5223,20170613,20170331,3000,8,
CVS,81831,20170613,20170331,3000,9,
DLX,3475,20170613,20170331,3000,10,
DISCA,15608,20170613,20170331,3000,11,
DNB,3870,20170613,20170331,3000,12,
ESRX,37107,20170613,20170331,3000,13,
FFIV,8249,20170613,20170331,3000,14,
GNTX,5486,20170613,20170331,3000,15,
GILD,85517,20170613,20170331,3000,16,
GHC,3359,20170613,20170331,3000,17,
HPQ,29896,20170613,20170430,3000,18,
LEA,10093,20170613,20170331,3000,19,
MCK,34618,20170613,20170331,3000,20,
MIK,3493,20170613,20170430,3000,21,
OMC,19108,20170613,20170331,3000,22,
QCOM,84912,20170613,20170331,3000,23,
RHI,5978,20170613,20170331,3000,24,
SNI,8879,20170613,20170331,3000,25,
TGNA,3114,20170613,20170331,3000,26,
TDC,3633,20170613,20170331,3000,27,
FOXA,53193,20170613,20170331,3000,28,
UTHR,5983,20170613,20170331,3000,29,
VIAB,14479,20170613,20170331,3000,30,
AMCX,3841,20170613,20170331,3250,1,
ABC,20712,20170613,20170331,3250,2,
AMGN,121368,20170613,20170331,3250,3,
BBY,17478,20170613,20170430,3250,4,
BIIB,56091,20170613,20170331,3250,5,
CA,13282,20170613,20170331,3250,6,
CSCO,156187,20170613,20170430,3250,7,
CSRA,5223,20170613,20170331,3250,8,
CVS,81831,20170613,20170331,3250,9,
DLX,3475,20170613,20170331,3250,10,
DISCA,15608,20170613,20170331,3250,11,
DNB,3870,20170613,20170331,3250,12,
ESRX,37107,20170613,20170331,3250,13,
FFIV,8249,20170613,20170331,3250,14,
GNTX,5486,20170613,20170331,3250,15,
GILD,85517,20170613,20170331,3250,16,
GHC,3359,20170613,20170331,3250,17,
HPQ,29896,20170613,20170430,3250,18,
LEA,10093,20170613,20170331,3250,19,
MCK,34618,20170613,20170331,3250,20,
KORS,5654,20170613,20170331,3250,21,
MIK,3493,20170613,20170430,3250,22,
OMC,19108,20170613,20170331,3250,23,
QCOM,84912,20170613,20170331,3250,24,
RHI,5978,20170613,20170331,3250,25,
SNI,8879,20170613,20170331,3250,26,
TDC,3633,20170613,20170331,3250,27,
FOXA,53193,20170613,20170331,3250,28,
UTHR,5983,20170613,20170331,3250,29,
VIAB,14479,20170613,20170331,3250,30,
AMCX,3841,20170613,20170331,3500,1,
ABC,20712,20170613,20170331,3500,2,
AMGN,121368,20170613,20170331,3500,3,
BBY,17478,20170613,20170430,3500,4,
BIIB,56091,20170613,20170331,3500,5,
CA,13282,20170613,20170331,3500,6,
GIB,14726,20170613,20170331,3500,7,
CSCO,156187,20170613,20170430,3500,8,
CSRA,5223,20170613,20170331,3500,9,
CVS,81831,20170613,20170331,3500,10,
DISCA,15608,20170613,20170331,3500,11,
DNB,3870,20170613,20170331,3500,12,
ESRX,37107,20170613,20170331,3500,13,
FFIV,8249,20170613,20170331,3500,14,
GNTX,5486,20170613,20170331,3500,15,
GILD,85517,20170613,20170331,3500,16,
HPQ,29896,20170613,20170430,3500,17,
IPG,9706,20170613,20170331,3500,18,
KLAC,15855,20170613,20170331,3500,19,
LEA,10093,20170613,20170331,3500,20,
MCK,34618,20170613,20170331,3500,21,
KORS,5654,20170613,20170331,3500,22,
OMC,19108,20170613,20170331,3500,23,
QCOM,84912,20170613,20170331,3500,24,
RHI,5978,20170613,20170331,3500,25,
SNI,8879,20170613,20170331,3500,26,
TDC,3633,20170613,20170331,3500,27,
FOXA,53193,20170613,20170331,3500,28,
UTHR,5983,20170613,20170331,3500,29,
VIAB,14479,20170613,20170331,3500,30,
AMCX,3841,20170613,20170331,3750,1,
ABC,20712,20170613,20170331,3750,2,
AMGN,121368,20170613,20170331,3750,3,
BBY,17478,20170613,20170430,3750,4,
BIIB,56091,20170613,20170331,3750,5,
CA,13282,20170613,20170331,3750,6,
GIB,14726,20170613,20170331,3750,7,
CSCO,156187,20170613,20170430,3750,8,
CSRA,5223,20170613,20170331,3750,9,
CVS,81831,20170613,20170331,3750,10,
DISCA,15608,20170613,20170331,3750,11,
DNB,3870,20170613,20170331,3750,12,
ESRX,37107,20170613,20170331,3750,13,
FFIV,8249,20170613,20170331,3750,14,
GNTX,5486,20170613,20170331,3750,15,
GILD,85517,20170613,20170331,3750,16,
HPQ,29896,20170613,20170430,3750,17,
IPG,9706,20170613,20170331,3750,18,
KLAC,15855,20170613,20170331,3750,19,
LEA,10093,20170613,20170331,3750,20,
MAN,7059,20170613,20170331,3750,21,
MCK,34618,20170613,20170331,3750,22,
KORS,5654,20170613,20170331,3750,23,
OMC,19108,20170613,20170331,3750,24,
QCOM,84912,20170613,20170331,3750,25,
RHI,5978,20170613,20170331,3750,26,
SNI,8879,20170613,20170331,3750,27,
FOXA,53193,20170613,20170331,3750,28,
UTHR,5983,20170613,20170331,3750,29,
VIAB,14479,20170613,20170331,3750,30,
ABC,20712,20170613,20170331,4000,1,
AMGN,121368,20170613,20170331,4000,2,
BBY,17478,20170613,20170430,4000,3,
BIIB,56091,20170613,20170331,4000,4,
CA,13282,20170613,20170331,4000,5,
GIB,14726,20170613,20170331,4000,6,
CSCO,156187,20170613,20170430,4000,7,
CSRA,5223,20170613,20170331,4000,8,
CVS,81831,20170613,20170331,4000,9,
DISCA,15608,20170613,20170331,4000,10,
ESRX,37107,20170613,20170331,4000,11,
FFIV,8249,20170613,20170331,4000,12,
FL,7202,20170613,20170430,4000,13,
GNTX,5486,20170613,20170331,4000,14,
GILD,85517,20170613,20170331,4000,15,
HPQ,29896,20170613,20170430,4000,16,
IPG,9706,20170613,20170331,4000,17,
KLAC,15855,20170613,20170331,4000,18,
LEA,10093,20170613,20170331,4000,19,
MAN,7059,20170613,20170331,4000,20,
MCK,34618,20170613,20170331,4000,21,
MD,5315,20170613,20170331,4000,22,
KORS,5654,20170613,20170331,4000,23,
OMC,19108,20170613,20170331,4000,24,
QCOM,84912,20170613,20170331,4000,25,
RHI,5978,20170613,20170331,4000,26,
SNI,8879,20170613,20170331,4000,27,
FOXA,53193,20170613,20170331,4000,28,
UTHR,5983,20170613,20170331,4000,29,
VIAB,14479,20170613,20170331,4000,30,
ABC,20712,20170613,20170331,4250,1,
AMGN,121368,20170613,20170331,4250,2,
BBY,17478,20170613,20170430,4250,3,
BIIB,56091,20170613,20170331,4250,4,
CA,13282,20170613,20170331,4250,5,
GIB,14726,20170613,20170331,4250,6,
CSCO,156187,20170613,20170430,4250,7,
CSRA,5223,20170613,20170331,4250,8,
CVS,81831,20170613,20170331,4250,9,
DISCA,15608,20170613,20170331,4250,10,
ESRX,37107,20170613,20170331,4250,11,
FFIV,8249,20170613,20170331,4250,12,
FL,7202,20170613,20170430,4250,13,
GNTX,5486,20170613,20170331,4250,14,
GILD,85517,20170613,20170331,4250,15,
HPQ,29896,20170613,20170430,4250,16,
IPG,9706,20170613,20170331,4250,17,
KLAC,15855,20170613,20170331,4250,18,
LEA,10093,20170613,20170331,4250,19,
MAN,7059,20170613,20170331,4250,20,
MCK,34618,20170613,20170331,4250,21,
MD,5315,20170613,20170331,4250,22,
KORS,5654,20170613,20170331,4250,23,
OMC,19108,20170613,20170331,4250,24,
QCOM,84912,20170613,20170331,4250,25,
RHI,5978,20170613,20170331,4250,26,
SNI,8879,20170613,20170331,4250,27,
FOXA,53193,20170613,20170331,4250,28,
UTHR,5983,20170613,20170331,4250,29,
VIAB,14479,20170613,20170331,4250,30,
ABC,20712,20170613,20170331,4500,1,
AMGN,121368,20170613,20170331,4500,2,
BBY,17478,20170613,20170430,4500,3,
BIIB,56091,20170613,20170331,4500,4,
CA,13282,20170613,20170331,4500,5,
GIB,14726,20170613,20170331,4500,6,
CSCO,156187,20170613,20170430,4500,7,
CSRA,5223,20170613,20170331,4500,8,
CVS,81831,20170613,20170331,4500,9,
DISCA,15608,20170613,20170331,4500,10,
ESRX,37107,20170613,20170331,4500,11,
FFIV,8249,20170613,20170331,4500,12,
FL,7202,20170613,20170430,4500,13,
GNTX,5486,20170613,20170331,4500,14,
GILD,85517,20170613,20170331,4500,15,
HPQ,29896,20170613,20170430,4500,16,
IPG,9706,20170613,20170331,4500,17,
KLAC,15855,20170613,20170331,4500,18,
LEA,10093,20170613,20170331,4500,19,
MAN,7059,20170613,20170331,4500,20,
MCK,34618,20170613,20170331,4500,21,
MD,5315,20170613,20170331,4500,22,
KORS,5654,20170613,20170331,4500,23,
OMC,19108,20170613,20170331,4500,24,
QCOM,84912,20170613,20170331,4500,25,
RHI,5978,20170613,20170331,4500,26,
SNI,8879,20170613,20170331,4500,27,
FOXA,53193,20170613,20170331,4500,28,
UTHR,5983,20170613,20170331,4500,29,
VIAB,14479,20170613,20170331,4500,30,
ABC,20712,20170613,20170331,4750,1,
AMGN,121368,20170613,20170331,4750,2,
BBY,17478,20170613,20170430,4750,3,
BIIB,56091,20170613,20170331,4750,4,
CA,13282,20170613,20170331,4750,5,
GIB,14726,20170613,20170331,4750,6,
CSCO,156187,20170613,20170430,4750,7,
CSRA,5223,20170613,20170331,4750,8,
CVS,81831,20170613,20170331,4750,9,
DISCA,15608,20170613,20170331,4750,10,
ESRX,37107,20170613,20170331,4750,11,
FFIV,8249,20170613,20170331,4750,12,
FL,7202,20170613,20170430,4750,13,
GNTX,5486,20170613,20170331,4750,14,
GILD,85517,20170613,20170331,4750,15,
HPQ,29896,20170613,20170430,4750,16,
IPG,9706,20170613,20170331,4750,17,
KLAC,15855,20170613,20170331,4750,18,
LEA,10093,20170613,20170331,4750,19,
MAN,7059,20170613,20170331,4750,20,
MCK,34618,20170613,20170331,4750,21,
MD,5315,20170613,20170331,4750,22,
KORS,5654,20170613,20170331,4750,23,
OMC,19108,20170613,20170331,4750,24,
QCOM,84912,20170613,20170331,4750,25,
RHI,5978,20170613,20170331,4750,26,
SNI,8879,20170613,20170331,4750,27,
FOXA,53193,20170613,20170331,4750,28,
UTHR,5983,20170613,20170331,4750,29,
VIAB,14479,20170613,20170331,4750,30,
ABC,20712,20170613,20170331,5000,1,
AMGN,121368,20170613,20170331,5000,2,
BBY,17478,20170613,20170430,5000,3,
BIIB,56091,20170613,20170331,5000,4,
CA,13282,20170613,20170331,5000,5,
GIB,14726,20170613,20170331,5000,6,
CSCO,156187,20170613,20170430,5000,7,
CSRA,5223,20170613,20170331,5000,8,
CVS,81831,20170613,20170331,5000,9,
DISCA,15608,20170613,20170331,5000,10,
ESRX,37107,20170613,20170331,5000,11,
FFIV,8249,20170613,20170331,5000,12,
FL,7202,20170613,20170430,5000,13,
GNTX,5486,20170613,20170331,5000,14,
GILD,85517,20170613,20170331,5000,15,
HPQ,29896,20170613,20170430,5000,16,
IPG,9706,20170613,20170331,5000,17,
KLAC,15855,20170613,20170331,5000,18,
LEA,10093,20170613,20170331,5000,19,
MAN,7059,20170613,20170331,5000,20,
MCK,34618,20170613,20170331,5000,21,
MD,5315,20170613,20170331,5000,22,
KORS,5654,20170613,20170331,5000,23,
OMC,19108,20170613,20170331,5000,24,
QCOM,84912,20170613,20170331,5000,25,
RHI,5978,20170613,20170331,5000,26,
SNI,8879,20170613,20170331,5000,27,
FOXA,53193,20170613,20170331,5000,28,
UTHR,5983,20170613,20170331,5000,29,
VIAB,14479,20170613,20170331,5000,30,
ABBV,110647,20170613,20170331,5250,1,
ABC,20712,20170613,20170331,5250,2,
AMGN,121368,20170613,20170331,5250,3,
BBY,17478,20170613,20170430,5250,4,
BIIB,56091,20170613,20170331,5250,5,
CA,13282,20170613,20170331,5250,6,
GIB,14726,20170613,20170331,5250,7,
CSCO,156187,20170613,20170430,5250,8,
CVS,81831,20170613,20170331,5250,9,
DISCA,15608,20170613,20170331,5250,10,
ESRX,37107,20170613,20170331,5250,11,
FFIV,8249,20170613,20170331,5250,12,
FL,7202,20170613,20170430,5250,13,
GNTX,5486,20170613,20170331,5250,14,
GILD,85517,20170613,20170331,5250,15,
HPQ,29896,20170613,20170430,5250,16,
IPG,9706,20170613,20170331,5250,17,
KLAC,15855,20170613,20170331,5250,18,
LEA,10093,20170613,20170331,5250,19,
MAN,7059,20170613,20170331,5250,20,
MCK,34618,20170613,20170331,5250,21,
MD,5315,20170613,20170331,5250,22,
KORS,5654,20170613,20170331,5250,23,
OMC,19108,20170613,20170331,5250,24,
QCOM,84912,20170613,20170331,5250,25,
RHI,5978,20170613,20170331,5250,26,
SNI,8879,20170613,20170331,5250,27,
FOXA,53193,20170613,20170331,5250,28,
UTHR,5983,20170613,20170331,5250,29,
VIAB,14479,20170613,20170331,5250,30,
ABBV,110647,20170613,20170331,5500,1,
ABC,20712,20170613,20170331,5500,2,
AMGN,121368,20170613,20170331,5500,3,
AAPL,757029,20170613,20170331,5500,4,
BBY,17478,20170613,20170430,5500,5,
BIIB,56091,20170613,20170331,5500,6,
CA,13282,20170613,20170331,5500,7,
GIB,14726,20170613,20170331,5500,8,
CSCO,156187,20170613,20170430,5500,9,
CVS,81831,20170613,20170331,5500,10,
DISCA,15608,20170613,20170331,5500,11,
ESRX,37107,20170613,20170331,5500,12,
FFIV,8249,20170613,20170331,5500,13,
FL,7202,20170613,20170430,5500,14,
GILD,85517,20170613,20170331,5500,15,
HPQ,29896,20170613,20170430,5500,16,
IPG,9706,20170613,20170331,5500,17,
KLAC,15855,20170613,20170331,5500,18,
LEA,10093,20170613,20170331,5500,19,
MAN,7059,20170613,20170331,5500,20,
MCK,34618,20170613,20170331,5500,21,
KORS,5654,20170613,20170331,5500,22,
OMC,19108,20170613,20170331,5500,23,
QCOM,84912,20170613,20170331,5500,24,
RHI,5978,20170613,20170331,5500,25,
